Y;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;X15;X16;X17;X18;X19;X20;X21;X22;X23;X24;X25;X26;X27;X28;X29;X30;X31;X32;X33;X34;X35;X36;X37;X38;X39;X40;X41;X42;X43;X44;X45;X46;X47;X48;X49;X50;X51;X52;X53;X54;X55;X56;X57;X58;X59;X60;X61;X62;X63;X64;X65;X66;X67;X68;X69;X70;X71;X72;X73;X74;X75;X76;X77;X78;X79;X80;X81;X82;X83;X84;X85;X86;X87;X88;X89;X90;X91;X92;X93;X94;X95;X96;X97;X98;X99;X100
;7,192500758;-3,699552537;-6,866310446;-1,067757456;-1,044870291;5,274200688;-4,4841976;5,838886216;0,188135124;11,47790167;-6,587818566;-10,95597133;-2,500002304;10,15877321;-14,61600017;-12,32114694;15,87023753;-0,291940691;1,111024902;15,05162613;-12,02971559;-9,042510098;6,792744457;-0,366009716;5,175781917;-5,669462551;15,21772831;-3,983405537;10,81195511;5,883468188;-9,838020252;6,977650681;-2,092925378;8,971419038;-9,151214757;5,003143198;-6,789203532;-2,460312168;10,69264081;-3,367272629;-1,349686066;-5,688985567;16,45628843;-19,31453962;16,98032787;-21,52889077;4,229886128;3,774050269;;13,61114931;-9,150497145;22,61161353;6,613770367;3,491782474;4,601457987;11,52930499;2,139655019;19,44175985;-8,958591807;11,67631618;4,154049108;-18,52468486;1,08514124;8,324637576;6,222546093;0,601703271;-12,05338654;9,12634266;4,23137308;-23,20857221;-1,263299042;5,937180338;12,00881564;-17,69426563;-3,780239366;-9,996156305;-8,056892319;21,55541921;-8,934469295;-1,987410098;-5,585702671;-6,374019766;-1,783824348;18,83800553;-2,064420293;-1,473312913;22,99172167;-14,89873561;-2,006894858;-14,48743426;-0,044410888;-14,80828159;8,425372845;-10,76933929;-2,961891996;2,365787916;-11,29381134;3,759675951;1,109109404;A
;6,599123634;-1,259427697;-7,324486393;3,233603389;-0,753439642;5,182839269;-5,18272216;5,94069465;-0,149108081;12,47566922;-6,924546838;-10,38059235;-3,539919149;11,25203747;-13,52179315;-9,692562205;15,22425579;-0,430861602;;15,08384976;-10,57890342;-7,527739357;8,417722792;-1,167621932;6,829833442;-5,678018683;14,76527602;-3,979291209;8,654602601;5,732071803;-9,952762224;4,996469961;-5,65889655;9,310523015;-8,037807586;5,67981293;-8,553885237;-8,944053457;10,67541406;-2,323765317;-0,362246106;-0,071655495;16,07122867;-24,11901148;17,58293036;-20,87538713;3,005174864;5,885407688;-7,734851253;12,79794933;-8,817959752;;6,59929176;1,753110862;-6,270202551;8,814774757;0,762629868;18,75528184;-11,49825622;12,64753936;4,233877239;-17,7693689;0,800647907;7,061111935;6,150058811;5,353329585;-6,095761689;12,19142999;4,398833995;-27,54339153;-1,049738394;0,015412493;11,96200004;-17,89222464;-4,985311713;-10,23607282;-6,730322437;19,48029834;-8,396778702;-1,005844056;-21,33567676;;-1,705845264;20,17701905;-2,076695171;1,196977935;24,74173451;-11,69990974;-2,329670447;-13,82247861;-0,634678502;-8,120781299;12,05124028;-10,18329572;-0,729823876;1,871114917;-13,12349376;4,114777046;1,002274034;C
;6,413126315;-5,654493568;-6,66656132;-3,889783766;-1,336821472;4,944035387;-4,909786288;6,249378828;0,706583185;11,92789359;-5,604856243;-11,3493654;-2,949352656;11,19315223;-14,85969552;-12,70120317;15,478978;4,891009183;3,105633098;15,18343219;-12,70071106;-8,26675187;11,67882095;-0,843470154;11,22656055;-6,62331693;15,29958737;-3,863869729;9,173694182;12,63780099;-9,673578955;6,498248498;-8,482592859;9,587161207;-8,527010642;2,616993643;-5,79873825;-6,673412129;11,10082759;-4,811064289;-1,564706894;-3,348658649;15,12925527;-17,10820143;15,3967557;-20,13634908;3,054020484;4,750579881;-9,073729106;12,56032866;-9,536877362;21,02209117;6,605867666;2,467163144;5,259036701;7,625963028;2,543434703;18,39218791;-6,577103905;11,12010177;4,581489457;-16,25361704;0,437559965;9,409175285;5,636678056;-0,308706942;-6,133396246;8,377153018;4,966855605;-28,98318213;-0,863511929;2,961555989;12,35444584;-17,79730605;-4,628603327;-9,762642236;-10,60622515;19,35575421;-8,115616875;-1,345540384;-19,71356086;-5,928043243;0,26845462;19,01432309;-3,685372335;-1,1786807;24,25941799;-11,37667067;-2,516987831;-14,18268992;-0,201231307;-13,08290115;14,03163695;-10,87298977;-12,72163807;7,914136449;-12,47638757;3,487142754;0,833427951;C
;6,58995809;-4,794872019;-7,246327116;0,4578416;-1,539708252;5,199648462;-4,716687243;6,058786593;0,143060113;11,45103325;-6,828397405;-12,16672525;-3,113207851;9,858975211;-13,80879615;-11,8936373;15,36839234;-10,13930679;11,93989717;14,84106301;-11,93611088;-8,527427885;13,74674576;-1,40090536;6,331939077;-5,806792145;15,21244131;-4,084451903;11,42400139;2,057853431;-10,08737062;6,231865128;-1,518543295;10,14685698;-6,809086219;7,58452462;-9,168117684;-9,300268922;10,05279048;-3,940313266;-0,956972317;-1,931933388;14,73618822;-21,97013779;17,74521364;-21,66724821;5,057602322;2,34554701;-8,428594998;14,34127796;-9,358259168;22,49085141;6,191169216;0,788875205;2,412829983;12,0774646;1,16781874;19,03799456;-13,96423218;10,56448378;4,055876246;-18,71924099;0,738939773;9,422565789;6,311621639;12,76307777;-4,561647672;2,626508828;4,55372026;-22,96565235;-0,663063949;4,067403485;12,29055289;-18,0784453;-3,552365949;-10,25042109;-10,95836471;19,64019535;-7,154179728;-0,97650402;-3,532029437;-6,205227489;-0,691168411;18,89759634;2,864207655;-1,313650509;23,30448165;-12,00030287;-2,040894156;-13,93905931;0,063430813;-14,51043531;10,6800854;-16,4561284;-6,179080753;-1,808219417;-12,9767276;3,879257883;1,056552844;B
;8,107914844;-3,98497965;-6,94902997;-0,337670946;-1,153403928;4,844508859;-4,073656382;5,876747278;-0,226089779;12,31086138;-5,163487977;-11,72865775;-3,633893929;9,309681957;-14,70944968;-14,4238781;15,7652778;17,13592751;-1,563223685;14,91920084;-12,72047852;-4,011328721;15,50583023;-0,964908588;5,492210998;-6,715284581;14,55405253;-3,742324734;12,60315651;1,624609946;-9,594700842;4,834289359;-6,210130917;;-7,661891261;8,429232822;-7,756462858;-9,769260101;9,549421731;-0,617308771;-1,121834628;-5,151642582;16,73834873;-26,07756061;17,6682733;-21,4094087;4,206030971;3,93373795;-8,5111803;15,91039144;-8,1046657;21,26969286;6,267815936;4,416326321;-3,003543396;-0,229453593;1,794062478;;-5,404630336;11,0459936;3,338178066;-14,96640794;0,849669555;9,365761405;5,596489315;4,063493669;-6,2292953;2,305789313;5,084108336;-17,53991241;-1,020322039;3,524625346;12,13568756;-17,77950924;-4,38656082;-9,135773182;-8,460754065;20,2107443;-6,50957275;-1,576622668;-3,969260736;-6,439642823;-1,511187966;18,67451976;-0,828473895;0,236195566;23,942544;-11,93179878;-2,924054766;-14,43785799;-1,16224481;-11,54767672;13,37772298;-9,136103511;-11,35589015;1,140241398;-13,36470383;3,706641484;1,091545351;B
;6,775302134;-3,193575409;-7,033301514;1,328929831;-0,471229784;4,870702768;-6,156522865;6,159333869;0,458866052;11,78187785;-7,982961496;-11,4066652;-4,172077941;8,215505998;-13,31950307;-9,369798197;15,4839508;7,669815437;1,370257419;15,34048399;-11,54419153;-3,489176695;19,76732043;-2,515808031;10,04765554;-6,8738155;15,34960718;-4,115307371;9,499265582;4,993235648;-10,48842731;6,121574733;-0,126072598;10,65208217;-5,850367597;3,887586286;-6,361455268;-7,013811297;9,193174818;-6,317235134;-1,304965717;2,765885569;15,9482645;-18,65993208;17,94909742;-21,41826026;4,338214842;3,781314311;-8,298971623;16,20513556;-10,82993083;21,50918023;7,768280542;3,087625003;10,61121338;11,3828847;2,466081773;18,28065596;-2,440709162;12,06700021;3,792751599;-22,31757963;-0,299756114;9,667210653;5,645589297;5,991608361;-7,474228243;3,961219075;4,868634916;-27,05167794;-0,333313542;2,37983177;11,93147918;-17,72824345;-3,781549232;-9,085178969;-9,230435208;16,89611315;-5,301825417;-0,81190974;2,115384458;-6,482332513;-2,254089644;19,35187601;0,663978565;-1,600101847;23,82937275;-10,97884324;-2,620245714;-14,21282687;0,096410254;-11,84507026;11,01279259;-9,429099438;-5,958551917;1,848102944;-12,40116668;3,679939493;0,826844155;A
;4,663336604;-2,551518243;-6,652330951;2,484045915;-1,159487528;4,864274412;-4,9999777;6,087168121;0,504616211;11,88069397;-6,400963583;-12,72189633;-3,499712785;8,635694416;-14,99540755;-12,78435222;15,49161713;10,25917101;21,45019957;15,20890462;-13,59447582;-6,253946776;7,745036792;-0,444441103;;-6,746851096;15,20063732;-3,810416026;11,07380485;8,387362696;-9,85306037;10,16192283;-6,053324518;8,583880606;-9,538597362;3,370425149;-7,161616189;-11,85681711;9,855933187;-7,573096149;-0,36753928;-0,148229586;15,34490253;-22,05204945;17,4761809;-21,90674705;3,338898631;4,42338888;-7,989232693;15,170528;-6,036154257;24,02363181;5,745623651;2,052292096;-1,848868508;13,21820619;0,535743162;17,82483749;-5,036065192;12,14793944;4,488582293;-15,71826081;0,822738684;8,208444326;6,787033304;10,26420471;-10,96205165;5,207319157;3,881078934;-15,44986598;-0,987269635;-1,051398738;12,16985357;-18,08144091;-4,434750551;-10,53852015;-10,88924069;18,03534428;-4,051942962;-2,768586672;-8,436776936;-6,239149554;-0,054843288;19,02613169;-1,915595777;0,256890577;22,4552153;-12,06872017;-2,112974414;-14,0187136;0,015159914;-12,88340119;12,37955375;-8,695165781;-4,007173505;-0,910768207;-12,44190009;3,870710057;0,966416511;C
;5,637451806;-4,56556616;-6,859518984;17,4122856;-0,747982474;5,043314755;-4,980783853;6,014692459;0,776247196;12,10986379;-4,836193774;-11,62009972;-3,459194647;8,490387557;-15,70071754;-13,07002797;15,82413153;-4,868044966;19,88213325;15,13820007;-12,74711827;-7,741852238;15,49926543;-0,732873025;7,899425622;-5,928348522;14,49304102;-3,79091646;9,946935653;2,508817112;-9,669149414;8,474461419;-5,501391577;9,048280627;-9,46255517;6,166726344;-5,732189534;-6,53707422;10,38263181;-2,838185005;-1,576621183;-10,52426934;14,5788024;-10,85037841;18,15671654;-19,65221091;3,823719984;3,171333544;-7,862706817;13,83089839;-8,154606716;23,06010827;5,637624139;3,589742837;30,13266466;10,76620696;0,173755671;19,21301777;-8,510780306;11,27773782;4,700086193;-15,06247656;1,355669084;9,209437163;6,088768548;3,100593396;-4,639954616;9,963268144;4,25091368;-15,2981787;-2,542003385;2,956362672;12,08469686;-18,03582172;-3,809887684;-7,848718297;-8,772679069;18,73369867;-6,189503396;-2,282631095;-5,604601192;-5,559510964;0,130573616;18,40102737;2,637002466;-2,881972116;22,31893434;-11,37167696;-2,307944241;-14,14839153;-0,441393236;-13,22927672;11,15320258;-9,202467668;-4,115841472;7,707229892;-12,52608564;3,735183776;1,083390334;A
;6,855907191;-7,17682923;-7,058136834;8,844530252;-1,110060181;5,17011629;-5,145992074;5,682537569;-0,335052465;11,35329917;-6,554554457;-11,13787968;-3,000955812;9,013107074;-14,20502743;-7,710373391;15,45798666;2,372286507;-8,485188628;15,11428576;-11,60270821;-6,279572571;18,78041495;-1,55170973;6,019673581;-6,392895326;13,72306496;-3,967852168;9,833256878;3,720975895;-10,03583413;8,465242782;-6,066925668;10,74327448;-6,054053493;2,643673806;-9,363506361;-6,636782257;10,27714191;-6,920740702;-1,114922139;;16,12749139;-22,11864702;17,16359063;-21,59434264;5,705231515;1,837567164;-8,364492954;13,740638;-9,677335316;19,51243418;6,793426935;2,866200587;7,621435179;14,07957853;0,879921918;19,28113779;-9,770713111;11,11788755;4,202915169;-16,49658126;0,616995686;8,614179801;6,743114547;10,26928476;-6,332022366;9,826117187;4,199371545;-13,29405921;-2,257778041;0,550988743;11,79802628;-17,69097492;-4,425186362;-9,87058997;-9,285702949;18,01544779;-6,387432456;-1,453701994;-11,53597639;-6,142185019;-1,604755957;18,31714485;-1,723860043;0,035204783;24,94438812;-12,00051398;-1,834657417;-13,67130725;-0,403015587;-12,35278302;9,314691619;-10,27226949;-1,477956264;0,625698556;-11,19889329;3,281504411;0,904685636;A
;8,225323083;-3,591753096;-7,005113441;-0,153908101;-0,503528632;5,24672879;-4,958223885;5,63478098;-1,351839727;10,88443458;-6,914349202;-11,51697313;-3,807024279;9,69210576;-14,75015343;-11,96657339;15,67369248;14,95745134;5,300883157;15,06472585;-13,87720667;-5,643932496;13,4484705;-0,608100474;9,779554765;-6,641888935;13,4774338;-4,104011482;11,00230353;4,360090025;-10,30070004;5,009438047;-11,54839443;8,431278474;-8,826077456;4,770134576;-6,906151633;-5,482754129;9,228540357;-2,984784394;-0,855929889;-2,876840321;16,65413361;-16,66319301;17,45993655;-20,39665083;4,469783149;2,64421949;-8,279039886;14,8706957;-10,14595083;19,05806379;6,047409437;2,180483401;22,41584862;8,56875321;1,559759602;18,58959851;2,069979201;11,2873442;4,115751;-15,45688295;1,814643904;9,287417023;5,09404747;6,458102127;-11,31855628;9,553886601;4,444911956;-25,08220701;-0,672209283;1,73173931;12,26146843;-17,94018787;-4,027338663;-9,208051511;-8,221960654;19,62264969;-7,869597294;-2,095932888;-9,645409407;-5,928958077;-1,262678072;18,73251103;-2,238035415;-1,015724948;23,7965265;-12,07694565;-1,709331762;-14,64620775;0,301537389;-15,25338724;13,15446278;-14,08418867;-4,942549698;-0,681408714;-12,29644314;3,927457251;0,983587762;B
;4,479825074;-3,195384883;-7,482977969;10,05244228;-0,87387778;4,977129845;-4,18378785;5,991966411;0,441096227;11,50138482;-4,952849608;-11,65826622;-3,208200508;9,517015861;-12,68637658;-9,889677876;15,4162236;-0,971036791;-2,064398676;15,26061868;-13,01258768;-5,527332753;9,10620162;-0,574013488;5,087177414;-6,574264806;15,12447449;-3,817668545;10,07392686;5,618094803;-9,440278741;3,642936469;-11,58615408;9,403197356;-6,964225427;4,294274454;-10,596874;-11,12455349;10,96228306;-5,540288369;-0,457669748;-0,083118049;15,1245737;-13,41534684;17,55875725;-21,52519866;4,461059647;5,138557528;-8,211657052;15,75195595;-7,247000162;23,17959913;6,168051518;2,125494532;0,213407923;12,91644179;2,47034974;18,50091917;-3,581509522;11,08927628;3,896989783;-14,1352458;1,094373874;8,006713152;6,206406646;6,30572271;-6,616002007;7,222845854;4,661458285;-18,89180986;-0,514232494;4,4423703;12,01190488;-18,35276344;-4,601408921;-10,87387732;-6,77709531;18,50853729;-6,28127854;-2,035673112;-9,118702582;-6,276527988;-3,850683767;20,89431539;2,223939216;-1,194856898;23,52317094;-9,461603957;-2,223310002;-13,923498;-0,992913766;-11,0258435;8,4841791;-15,82224615;-4,165735922;-3,380021876;-12,24087043;2,919896832;0,913353226;A
;5,76924245;-5,888830207;-6,438832187;9,214771134;-0,709754072;4,935575097;-5,873049433;5,674322165;-0,863992427;11,27773004;-7,56017098;-11,70066375;-2,500091765;10,29857545;-13,76627194;-12,51261288;15,36457671;0,094229898;7,5645504;14,96638909;-11,80835326;-2,133975555;14,00328632;-1,84655443;8,075749245;-6,139916918;15,68346776;-4,047562114;11,3483683;8,976573882;-10,40690418;8,08212264;-11,81264345;9,996357577;-8,515475507;5,880511521;-7,667884207;-6,817103705;8,813019763;-4,224468461;-2,018332337;-4,696575178;15,65158837;-30,37930394;18,26958144;-21,60038274;4,455001623;4,442195895;-8,27992461;15,80867943;-9,775942528;20,26858359;6,331834863;1,896055892;-0,244913232;6,221313364;-0,025604396;17,91491125;-9,665497263;11,44767784;4,335953237;-13,76307973;0,396220755;9,120739146;6,326013895;7,586264818;-10,75696273;8,905058151;4,575021577;-27,61069168;-1,320283913;1,298587268;12,03603284;-17,60608688;-4,612528417;-11,22199351;-12,25767314;19,31880821;-6,055763054;-1,904717228;-19,98799717;-6,511715644;-1,911601244;18,39866307;-1,662855248;-1,293264879;23,10710111;-9,310357133;-1,497584354;-14,13834796;-0,628709749;-15,4911063;13,50677697;-13,73867245;-12,42879408;2,718419126;-12,87462655;3,496890728;0,85300768;C
;4,882303932;-2,820023102;-7,196381022;10,14259422;-0,99905135;5,111723191;-6,147787808;6,086475172;0,289078844;11,13297618;-4,933869194;-10,76356743;-2,840333428;9,49754211;-15,36951287;-13,20839744;15,54108813;24,42038434;13,64756656;14,9690636;-10,55603672;-5,891501492;14,63781483;-0,763951944;8,749338959;-6,098932083;14,77280786;-3,778441895;8,960736583;4,558854057;-9,316307868;5,555478473;6,336375645;9,636811316;-9,743422154;1,268421505;-7,329666468;-6,535504605;10,31118346;-4,355080012;-0,248475666;1,807586752;15,96786278;-24,22585884;18,94690407;-21,21289429;3,953372293;5,439718133;-8,720958089;11,04152253;-8,71826662;22,62163934;6,169276457;2,106558244;20,92950856;7,261574277;1,113294095;17,35829706;-3,675479527;10,90090259;4,235943395;-17,12453787;0,585842253;8,658446591;5,912489466;3,85717696;-12,50634537;1,872173692;3,63381211;-17,70582919;-0,051503693;4,46459484;12,3864725;-18,08347095;-3,919521222;-9,971728728;-10,828163;19,13203355;-5,820146537;-2,283218764;-6,057707932;-6,106017505;-1,439892909;19,77003402;-3,465478795;-2,871129173;22,27267819;-11,29934344;-2,690988624;-13,88534851;-0,477489441;-13,84137307;11,84740841;-8,804675801;-6,837715737;2,099823464;-12,19033881;3,781026309;0,970016792;C
;6,743403675;-3,30794244;-6,675060525;3,69868914;-0,5165771;5,195452917;-4,70234036;6,071109965;0,406696542;11,44899831;-6,190889313;-11,17623597;-3,781646838;8,294020032;-13,45287654;-13,84190551;15,78315788;-5,380090863;1,258404074;15,13334463;-11,61684238;-6,177085707;9,755761274;-0,974513624;9,139485719;-6,296757605;16,51401214;-3,774475997;11,98367378;10,66083792;-9,569338323;5,198674571;-6,782882146;10,2043214;-8,847668614;4,720356331;-9,785156095;-4,72605432;11,58877087;-3,221803073;-2,039663347;-0,613088516;13,83272592;-18,38063777;19,41334156;-21,00122704;4,352552879;3,391852663;-7,879544822;14,23557451;-8,633535309;22,25266182;5,997638628;3,313889569;17,68831717;14,06697086;3,613588651;18,13436414;-8,803020985;11,44069359;3,903165031;-17,11723114;0,499534889;10,75437821;6,283375434;10,88519876;-9,851205166;6,84918315;4,737882136;-14,74688854;-2,123264779;1,451513208;11,93913116;-17,69239232;-4,280904447;-11,10923339;-8,455700095;19,6394216;-4,162239191;-2,562481795;-11,56985667;-5,680328535;0,150018411;19,55290105;6,807726373;-1,223249629;23,99601994;-10,57907245;-2,799321608;-13,84396406;-0,690163512;-8,75227828;8,596418647;-10,27642851;-10,96962899;0,081902202;-12,44001643;3,405747373;0,794672367;C
;6,464961562;-5,058169217;-6,557339129;-6,226991988;-0,895182456;4,875661415;-6,218403888;6,150671695;0,450949263;12,62116388;-3,244584323;-11,62134311;-2,834080177;9,216308671;-13,42271097;-8,019098731;15,49469668;9,964706658;10,93330212;15,13571736;-11,80176163;-4,166070494;10,87004526;-1,439580681;5,065559702;-6,558485474;16,15341145;-3,583622762;10,67376176;5,061670618;-8,826128542;6,486110667;0,755501697;11,14546283;-7,990559709;4,948824207;-7,19346653;-4,16469075;10,12360164;-4,035400152;0,830553666;-0,368154269;15,82090921;-14,87368363;16,85283913;-22,18838389;4,441101697;4,162944432;-8,142677431;12,8171931;-6,022293679;22,7536548;5,464614939;5,111714033;2,973810538;9,206844977;3,24175571;17,4229043;-2,793333044;10,67309295;4,152245285;-7,914376063;0,86704795;8,745504416;6,413596494;3,847258619;-8,393340253;0,968428276;4,564215386;-20,56624853;-1,540476951;6,527788384;11,92905851;-18,03476809;-4,164465864;-9,620539707;-9,05479104;18,13229734;-8,422596595;-2,071384653;-9,805300945;-6,379208598;-0,672626638;18,80231971;-2,535988114;-3,997872555;23,15502883;-10,04345506;-1,573033945;-14,33837203;-1,113525423;-10,66565071;10,0370191;-12,32550187;-0,513968832;4,107309858;-13,19193571;3,665041195;0,938001152;A
;7,659288914;-4,889193133;-6,747083133;7,768247923;-0,862563708;5,005998289;-5,118953368;6,002040905;0,209236713;11,07696675;-7,834941967;-12,03668124;-3,371772941;11,42579445;-15,97713065;-14,10019837;15,4605787;-1,450403287;2,884846135;15,14347105;-12,01895594;-7,300278783;18,48559758;-1,191024094;8,107243081;-6,855229462;14,46747119;-3,925597247;9,653697893;10,90458856;-10,03382644;7,384996131;-3,152184632;9,330907277;-6,343353252;1,594678115;-8,877246578;-5,258270283;10,85340395;-1,731634905;-2,393026867;-6,012184329;15,60710292;-18,24885603;19,22727014;-20,6528014;4,589359638;0,383451322;-7,99505811;13,58090153;-8,318346699;21,94163138;4,979274382;4,047555275;16,11058388;8,116926991;2,485808289;18,95547991;-7,556939185;11,37206129;3,72504251;-20,92501333;1,232601363;9,271234113;6,824716405;4,639798945;-5,000064402;1,497723213;4,681392434;-19,3690088;-1,403380279;4,847515696;12,14374075;-17,89668602;-4,029670053;-11,04949268;-8,914001899;17,73863693;-5,599186653;-1,594833101;-7,334251384;-6,236581365;-0,490476841;18,0072559;2,2612459;-0,673353594;22,44818698;-13,36422216;-2,884495417;-14,12543786;-0,239215085;-7,93225004;11,97795266;-9,524439184;-2,552737501;4,68364105;-12,49470358;3,879978689;0,98301842;B
;4,882373693;-6,674261141;-6,834892515;5,943226844;-0,702152442;5,094985985;-5,439854061;6,218440044;-0,414015115;11,14824771;-6,065698076;-9,843885958;-3,542392571;9,610047502;-15,79579889;-13,02619539;15,69707104;-5,526289019;12,99967855;14,99488884;-11,18069737;-7,101290404;9,599937278;-0,09727042;6,951849192;-7,308313394;12,92363763;-3,934186092;11,28697807;-0,054995763;-10,11484653;5,120223178;6,828428813;9,362458711;-11,69214745;4,254642561;-4,922242954;-3,486002424;10,21538473;-6,502822036;-2,453321778;-0,240726497;15,23676714;-28,04328932;17,77607357;-21,05032829;3,548157234;6,709501835;-8,257837921;16,98149941;-9,042537133;23,53651498;5,729830905;4,739706186;-13,18072622;9,725989934;2,040710378;19,53840242;-2,899287102;12,11255014;4,840572667;-12,07009282;0,487639873;9,308893627;6,049680205;10,70767432;-9,203249792;6,146477913;4,497961579;-29,64897282;-1,597975108;0,804403319;11,97126128;-17,70549101;-3,546362722;-10,10621711;-8,258904014;15,9827759;-8,833235954;-1,670858472;-7,590750501;-5,943708448;-0,189607975;20,2748345;-2,918648695;-1,053321566;25,42997621;-14,34064036;-2,618665106;-14,11166932;0,052236514;-13,27874212;10,89076144;-15,14753262;-8,185808323;2,8998316;-12,13303237;3,689594839;0,969227146;B
;7,184721663;-3,866733278;-7,013902314;-3,761458508;-0,649568098;5,00041738;-3,655374323;6,209454479;0,008459296;11,29389751;-5,842307084;-12,09264935;-3,457459794;9,317348345;-14,83814965;-14,54899335;15,5914713;3,534915865;13,02114312;14,94050892;-11,46767039;-6,219347537;9,730021106;-1,242680308;6,784187199;-6,947986918;16,29029582;-3,95320628;10,17086519;5,472326108;-9,95420365;5,71448108;0,667337941;8,924353254;-6,43135796;5,554743239;-5,371031039;;9,706014932;-3,986709168;-0,578835424;3,972472133;16,83541258;-17,69414225;16,78421783;-21,57352314;3,950788598;4,536253715;-8,053095811;13,10886436;-8,183853769;21,99353733;5,774575532;3,68899113;6,107881416;8,035785123;-0,073901488;19,58761225;-8,959408777;11,21929203;4,458023497;-21,89590139;1,021738637;8,371164558;6,295122588;1,618634498;-8,178282218;6,296479496;4,416063906;-20,75662414;-1,495144734;4,273461713;12,18060057;-17,99378639;-4,518999135;-9,484506467;-8,285574281;22,26041801;-4,429458476;-1,19675454;-24,12682381;-5,760276672;-0,833951867;19,28674659;1,864660511;-1,813041918;23,73572323;-10,12398917;-2,505573489;-13,89107119;-0,249443568;-15,74398164;9,332369849;-11,61815444;-2,717247295;-0,890413116;-13,05983903;3,539921002;1,023231363;C
;7,088615044;-5,790897414;-6,222764107;16,68917278;-0,675040959;5,03785366;-4,761711436;6,008091125;1,213549243;11,71299052;-5,933063957;-11,1531081;-2,336780056;7,518966632;-12,96286479;-6,801726053;15,16844549;5,032253869;3,62415996;15,21979519;-12,05892298;-4,165713149;;-1,5393545;8,030889136;-6,12542355;15,16769756;-3,795190614;9,39390756;10,53966431;-9,73770394;3,467348058;-13,568976;9,735224981;-8,523572266;2,411885321;-7,685213516;-4,439673381;9,870385897;-3,938300047;-0,590955285;2,231087991;15,83325326;-12,47668114;18,39422616;-20,99731457;4,634179315;4,148799135;-7,942435951;11,71213495;-6,734089689;21,41819087;6,233162958;4,326657691;12,53969365;10,03622538;1,4352139;18,18006931;-8,524523165;11,98637124;4,236868268;-16,69181187;1,944824537;10,0151939;6,336170804;5,071768431;-7,499440405;5,218723332;4,639999381;-25,28369035;-1,705197813;7,132176846;12,12189395;-18,35347856;-4,719514382;-10,50507702;-8,38392173;19,21113158;-2,133846112;-2,644055855;-16,40681223;-5,80921408;-2,318091976;20,39339403;0,63290131;-1,266425394;23,81293464;-11,45781019;-2,102377124;-14,25653826;;-17,39048776;10,90955023;-11,80212358;-7,81482267;0,082667653;-12,97495744;3,823885198;0,898384293;B
;8,269834465;-2,947787269;-7,327133405;0,875980263;-1,060841342;4,986382971;-4,976962255;5,961459415;0,220604045;11,53389446;-5,302159015;-11,35126479;-1,578777725;9,532568758;-15,46818622;-15,26726414;15,70309236;-6,264068935;16,66811308;15,26241362;-12,68126573;-8,094421942;8,109936169;-0,801106935;6,143134426;-6,76353482;13,46211501;-3,649984145;9,496146352;9,749549618;-9,153079124;8,06113163;-7,622573793;10,11764482;-8,19796553;4,021685544;-7,035024898;-10,22352871;9,844213446;-3,860112848;-2,645206308;-1,472736722;16,67053514;-27,82477195;18,34698242;-21,79029057;5,109129605;4,624163149;-7,395953802;14,58001775;-5,796739087;23,86092543;6,052103453;4,225313716;5,507197609;2,546489187;2,649285347;19,33256143;-3,354045099;11,17844065;3,723219854;-8,647132751;1,358449619;9,258129422;6,376877084;8,498434132;-12,0416403;9,004784374;4,446161513;-21,15101536;-0,655274572;;12,21426946;-17,99109023;-4,466497202;-9,647450831;-7,736006232;17,88002003;-4,910285469;-2,764448712;-10,1492539;-6,600857728;-2,137860176;17,70090846;-2,601129651;-1,426807424;22,51625471;-13,19653873;-2,161681057;-13,59805397;-0,657729262;-12,80914654;10,04821033;-11,81583313;-0,995373995;0,34214546;-12,09168526;3,67742057;1,135871298;C
;;-2,449807945;-7,097599312;9,294952154;-1,06354456;5,374631669;-4,664863034;5,905750032;-0,017520167;11,9314892;-6,869323566;-11,68883075;-3,213407551;9,626948159;-14,64040198;-12,56883838;15,5193748;-4,709012872;1,891935375;15,21912805;-11,18276417;-4,524643918;13,7994109;-0,556068235;5,564819832;-5,518404601;14,48485243;-3,937092907;12,18114483;9,97575859;-9,949085777;9,867540746;0,433205543;9,528508692;-7,341966123;4,841473454;-7,735439682;-7,57920477;10,85863043;-6,389508904;0,464850164;-1,22061689;16,752732;-29,49078406;15,94783753;-20,94933719;4,716159414;4,405734201;-8,081361628;14,11534203;-9,07891623;21,86775629;6,075339165;2,761169374;2,789932267;2,832611043;2,686922919;18,33267962;-10,14210876;11,49617365;3,933549304;-16,13776078;1,282838429;9,862914158;6,778244828;-0,208467832;-9,428248996;4,577673358;4,492490925;-16,65185473;-1,213500378;1,976996464;12,18195991;-17,96502927;-3,760509217;-10,59088066;-9,695504529;17,27548336;-8,643288783;-2,80113658;-9,115171269;-5,930909591;-0,974193384;18,96714239;-8,53074343;-2,147531357;24,07399345;-10,70284045;-1,493446406;-14,01617377;-0,768603462;-13,50036622;10,52266957;-15,44352863;-3,504562508;5,281948801;-12,75598584;3,978460982;1,009335493;B
